Voltage.EMG01_r_gastro,Voltage.EMG02_r_soleus,Voltage.EMG03_r_rect_fem,Voltage.EMG04_r_tfl,Voltage.EMG05_r_semimemb,Voltage.EMG06_l_gastro,Voltage.EMG07_l_soleus,Voltage.EMG08_l_rect_fem,Voltage.EMG09_l_tfl,Voltage.EMG10_l_semimemb,
0.033305053,0.309197694,0.02491211,0.03002838,0.015368653,0.029106446,0.029617615,0.02842804,0.018258667,0.010612488,
0.039408568,0.232445985,0.052683104,0.033385314,0.028338622,0.004539795,0.032669373,0.03422638,0.016275024,0.033348083,
0.051310424,0.104272157,0.024454346,0.039946593,0.037341308,0.026359864,0.020157166,0.026444398,0.027566528,0.034263611,
-0.013081665,-0.048163146,0.027658692,0.045439757,0.031542968,0.043144532,0.022140808,0.023697816,0.021920776,0.034111023,
-0.009266968,-0.047705382,0.020181885,0.021330871,0.036425781,0.044060059,0.018020935,0.031479798,0.022988891,0.040977478,
0.030100709,-0.046942443,0.04352783,0.026671447,0.026049804,0.028190918,0.016647644,0.036972962,0.02237854,0.011222839,
0.029490357,-0.056708068,0.042154539,0.037200011,0.031848144,0.054588623,0.010391541,0.024460755,0.051980592,0.010917664,
-0.03307068,-0.078375548,0.019266358,0.025298156,0.022235107,0.036430664,0.008407898,0.029801331,0.004830933,0.021446228,
-0.071065061,-0.043432921,0.034982909,0.024382629,0.016894531,0.023308106,0.012070008,0.024002992,0.013375854,0.066307068,
-0.023305053,-0.034430236,0.006296387,0.026213683,0.021929931,0.032768555,0.018631287,0.033158265,0.017953491,0.071495056,
0.018961793,0.027062682,0.028726807,0.029418029,0.017352294,0.030174561,0.022140808,0.019272767,0.028329467,0.057914734,
-0.019948119,0.068261415,0.034677733,0.054289855,0.025897216,0.031242676,0.021683045,0.024613343,0.029397583,0.008628845,
0.011332397,0.024468688,0.02781128,0.017668761,0.034594726,0.04833252,0.017563172,0.024765931,0.017800903,-0.009223938,
-0.013997192,-0.013678283,0.031168213,0.036131896,0.037646484,0.017814942,0.017563172,0.025528871,0.029092407,-0.04599762,
-0.022542113,-0.011542053,0.039407957,0.034606017,0.029559325,0.026665039,0.016342469,0.027359925,0.010324096,-0.067970276,
-0.021626586,-0.06159088,0.027200928,0.042082824,0.022845458,0.021171875,0.026871033,0.025681458,0.013375854,-0.038978577,
-0.039784547,-0.169623107,0.033304442,0.030943908,0.030017089,0.032005616,0.022598572,0.038041078,0.022683715,0.060508728,
-0.047261354,-0.257055968,0.041544188,0.027434386,0.021166991,0.05336792,0.031601258,0.030564271,0.034280397,0.047538757,
0.000498657,-0.262091368,0.032999266,0.048491515,0.03139038,0.039940186,0.043045349,0.038041078,0.02451477,0.010002136,
0.0125531,-0.244543761,0.021555176,0.026366271,0.016131591,0.033531494,0.033432312,0.03422638,0.030618286,0.039604187,
0.024912721,-0.169165343,0.027506104,0.031706847,0.042529296,0.028953858,0.0285495,0.054215394,0.008493042,0.067832947,
4.09E-05,-0.138800353,0.025675049,0.031096496,0.029406738,0.020408936,0.022445984,0.033616029,0.035653688,0.046318054,
0.030405885,-0.123694152,0.041239012,0.055663146,0.032000732,0.030021973,0.016800232,0.018204652,0.025888061,0.006950378,
0.065348513,-0.090582579,0.031625975,0.02789215,0.028033447,0.023460694,0.026871033,0.031784974,0.029550171,0.015190125,
0.047495726,-0.069830626,0.027200928,0.028502502,0.03215332,0.012016602,0.033737488,0.038804017,0.030465698,0.022819519,
0.027506715,-0.058081359,0.032388914,0.026671447,0.020861816,0.032310791,0.033737488,0.056809388,0.026651001,0.017478943,
0.04871643,-0.035803527,0.034982909,0.040099181,0.010333252,0.032921143,0.02275116,0.030259095,0.01947937,0.008171082,
0.061076049,0.025231628,0.025827637,0.038573302,0.031848144,0.031090088,0.03724701,0.044602357,0.029855346,0.005271912,
