Voltage.EMG01_r_gastro,Voltage.EMG02_r_soleus,Voltage.EMG03_r_rect_fem,Voltage.EMG04_r_tfl,Voltage.EMG05_r_semimemb,Voltage.EMG06_l_gastro,Voltage.EMG07_l_soleus,Voltage.EMG08_l_rect_fem,Voltage.EMG09_l_tfl,Voltage.EMG10_l_semimemb,
0.026896363,0.032098085,0.011179199,0.025450744,0.027117919,0.064049073,0.037399597,0.035904847,0.034890749,0.018089294,
0.023997193,0.026757507,-0.001485596,0.035979308,0.03139038,0.038261719,0.028702088,0.03209015,-0.007986451,0.02205658,
0.054667357,0.037133485,0.027963867,0.042388,0.037799072,0.028953858,0.031601258,0.033463441,0.025582885,0.024803162,
0.029642945,0.032555848,0.02414917,0.040404357,0.013537598,0.002861328,0.030075379,0.016068421,0.015054321,0.025260925,
0.028880006,0.03606537,0.030252686,0.051238097,0.034899902,0.017662354,0.019089051,0.026902162,0.017648315,0.020530701,
0.023997193,0.024926452,0.039407957,0.040404357,0.047869872,0.010490723,0.028854676,0.002030334,0.036416627,0.035484314,
0.029185181,0.046441346,0.023081055,0.04162506,0.036120605,0.008964844,0.0285495,0.020798646,0.036721803,0.028617859,
0.04505432,0.036980897,0.032541502,0.027586974,0.032000732,0.019645996,0.032974549,0.039872132,0.022531128,0.030601501,
0.029185181,0.03606537,0.029642334,0.020262755,0.028948974,0.016594239,0.015579529,0.035294496,0.025735473,0.033348083,
0.020487672,0.037286073,0.017435303,0.01629547,0.034136962,0.037193604,0.058304138,0.040482484,0.024972534,0.050590515,
0.024149781,0.017754821,0.026285401,0.027739562,0.030322265,0.037041016,0.032059021,0.033158265,0.004983521,0.013206482,
0.024454957,0.021874694,0.027963867,0.011260071,0.032916259,0.036125489,0.034653015,0.042313538,0.019174194,0.053489685,
0.027201539,0.018670348,0.030557862,0.029418029,0.04298706,0.024833985,0.018783875,0.037735902,0.032907106,0.027702332,
0.041544799,0.026147155,0.04062866,0.026824035,0.031848144,0.000419922,0.033432312,0.014084778,-0.011801148,0.030754089,
0.029490357,0.024468688,0.037424315,0.020110168,0.02925415,0.031547852,0.043960877,0.031022035,0.038552858,0.026939392,
0.018656617,0.023553161,0.048258055,0.025603332,0.028948974,0.034752198,0.030075379,0.027817689,0.035043336,0.027854919,
0.024912721,0.020196227,0.024454346,0.018126525,0.010028076,0.044822998,0.036789246,0.034684144,0.031076049,0.013206482,
0.032999877,0.026757507,0.018961182,0.028502502,0.017199706,-0.013312988,0.036026306,0.010270081,0.016275024,0.02129364,
0.020182496,0.030267028,0.029337158,0.026061095,0.033831786,0.023308106,0.031601258,0.03498932,0.033059694,0.018241882,
0.030405885,0.037743837,0.01911377,0.03582672,0.033221435,0.105095215,0.033890076,0.02919098,0.03336487,0.033958435,
0.036051635,0.034844667,0.039560545,0.037810363,0.05168457,0.100975342,0.023971863,0.024918519,0.030465698,0.03502655,
0.032999877,0.031029968,0.031473387,0.045744933,0.026507568,0.121116944,0.013443299,0.029648744,0.042214967,0.033348083,
0.029948121,0.022790221,0.011942139,0.03002838,0.030474853,0.061912842,0.025039978,0.029801331,0.026956176,0.025108337,
0.026438599,0.026299743,0.03345703,0.033385314,0.036273193,0.085869141,0.032364197,0.044144593,0.029550171,0.027244568,
0.033152465,0.030267028,0.027200928,0.039641418,0.056872558,0.156975091,0.034195252,0.050095521,0.039620973,0.021598816,
0.039408568,0.027520446,0.031015625,0.034453429,0.010943604,0.158500969,0.062424012,0.037278138,0.02527771,0.018852234,
0.020487672,0.03011444,0.024301758,0.0524588,0.02925415,0.150871575,0.036026306,0.029801331,0.025430297,0.038993835,
0.037882689,0.023400573,0.047037352,0.042235412,0.033221435,0.101890869,0.021835633,0.023545228,0.023446655,0.031974792,
0.034678344,0.027673034,0.030405274,0.040099181,0.035205077,0.05123169,0.027939148,0.04872223,0.0216156,0.029838562,
0.03925598,0.04766205,0.033609618,0.028349914,-0.00111084,-0.015601806,0.027939148,0.047043763,0.030618286,0.028160095,
0.017283326,0.030572204,0.049936522,0.032012023,0.032763671,0.022697754,0.02565033,0.041245423,0.063272096,0.018699646,
0.014384155,0.012261658,0.026743164,0.027281798,-0.029187012,-0.006141358,0.016342469,0.037278138,0.043740846,0.011222839,
0.031168824,0.01714447,0.023538819,0.031554259,-0.039562989,0.003776856,0.023056336,0.033463441,0.035958864,0.031974792,
0.024302369,0.018975524,0.028116455,0.023924865,0.007739258,-0.03559082,0.02565033,0.035752259,0.002236939,0.020988464,
0.020945435,0.034692079,0.039560545,0.020720519,0.032305907,-0.0030896,0.026718445,0.03712555,0.011392212,0.019462585,
0.029490357,0.035149843,0.035440672,0.044981994,0.062365722,0.005455322,0.027023621,0.029953919,0.013986206,0.01915741,
0.028880006,0.035607606,0.039713133,0.021025695,0.03215332,0.001793213,0.022598572,0.014695129,0.020852661,0.033500671,
0.018351441,0.027367858,0.031778563,0.026518859,0.027423095,0.00057251,0.028396912,0.028733216,0.017800903,0.029380798,
0.018809205,0.024163513,0.022165528,-0.028412782,0.070452884,0.008354492,0.03938324,0.033463441,0.029397583,0.034568787,
0.017435914,0.020501403,0.031168213,0.021941222,0.055194091,0.013084717,0.034805603,0.01103302,0.032449342,0.025260925,
0.010569458,0.021264343,0.026895752,0.024840392,0.045428466,0.044365235,0.0335849,0.028275453,0.05289612,0.024650574,
0.032236937,0.038811952,0.030710449,0.029570617,0.017047118,0.001640625,-0.000594788,0.022019349,0.026498413,0.056694031,
0.011179809,0.035760194,0.036661375,0.03948883,0.011096192,-0.001868897,0.032059021,0.020035706,0.010476684,0.018547058,
0.025980836,0.033776551,0.042459715,0.043761291,0.004229737,-0.044898681,0.037552185,0.031937562,0.029550171,0.02999115,
0.023997193,0.053460389,0.030863037,0.038115539,0.028948974,-0.065192871,0.022598572,0.024613343,0.021768188,0.027854919,
0.052836303,0.037133485,0.031320799,0.019347228,0.018115234,-0.094031982,0.029159851,0.026444398,0.035348512,0.029838562,
0.053294066,0.052087098,0.039713133,-0.002015076,0.008044434,-0.080604248,0.029159851,0.027665101,0.033212282,0.031822205,
0.064280398,0.053612977,0.036966551,0.007597961,0.013232422,-0.054511718,0.028702088,0.031022035,0.024819946,0.065086365,
0.029032594,0.069634706,0.041239012,0.034606017,0.014147949,-0.017738037,0.029617615,0.036210023,0.031838991,0.03792572,
0.04581726,0.046136171,0.029794922,0.034300841,0.024981689,0.038109131,0.0285495,0.032853089,0.030160522,0.028312683,
0.045359496,0.049950868,0.044748534,0.020720519,0.041461181,0.076408692,0.032669373,0.030716859,0.03626404,0.017021179,
0.033305053,0.050713807,0.030100098,0.015837707,0.038714599,0.064049073,0.023971863,0.027359925,0.037942506,0.025566101,
0.032694701,0.030267028,0.038645018,0.026824035,0.058245849,0.036278076,0.02565033,0.023697816,0.036874391,0.040367126,
0.029642945,0.040948182,0.031625975,0.047728576,0.083117679,0.035057373,0.041672058,0.022629701,0.029855346,0.02922821,
0.005534058,0.0192807,0.026285401,0.00698761,0.080981448,0.008201905,0.054947205,0.043381654,0.041452028,0.006492615,
0.050547484,0.033623964,0.023386231,0.004241028,0.075488284,0.000419922,-0.003799133,0.029343568,0.027871704,0.003593445,
0.032999877,0.018365173,0.021707764,0.007903137,0.055194091,-0.004157715,0.02565033,0.038193665,0.029855346,0.024497986,
0.030100709,0.022332458,0.037271727,0.025145568,0.05168457,0.010490723,0.034195252,0.036667787,0.02817688,0.031669617,
0.040324096,0.018517761,0.032083739,0.020262755,0.060382079,0.003166504,0.03144867,0.049637757,0.027719116,0.028160095,
0.041239623,0.033929139,0.047952879,0.019042052,0.042834472,-0.007056885,0.020920105,0.028580628,0.017800903,0.027702332,
0.041697387,0.033776551,0.041696776,0.010191956,0.03139038,0.05123169,0.032364197,0.04368683,0.01947937,0.038230896,
0.029795533,0.025536804,0.042917479,0.017821349,0.015368653,0.041160889,0.031601258,0.03209015,0.028329467,0.044944763,
0.009959106,0.015466004,0.037729491,0.012480774,0.015673827,0.060997315,0.027176209,0.022324525,0.026956176,0.03212738,
0.020029908,0.036675721,0.02201294,0.021178283,0.017504882,0.049095459,0.034500428,0.046738587,0.028939819,0.032279968,
0.020945435,0.011803894,0.021402588,0.027281798,0.031848144,0.062980957,0.057541199,0.032395326,0.02451477,0.027854919,
0.030100709,0.027825622,0.021555176,0.027434386,0.012927246,0.051384278,0.033737488,0.029648744,0.0165802,0.025413513,
0.031931762,0.025536804,0.057718504,0.03872589,0.00545044,0.049095459,0.028396912,0.034531556,0.011849975,0.030754089,
0.036661986,0.015771179,0.028116455,0.051238097,-0.004620361,0.048637696,0.05891449,0.026596986,0.030770874,0.038383484,
0.015910035,0.013329773,0.030252686,0.036437072,0.011248779,0.04756958,0.033890076,0.027817689,0.023446655,0.032585144,
0.025370484,0.037591249,0.029031983,0.036437072,0.046343993,0.033226319,0.045334168,0.033310853,0.032296754,0.033500671,
0.023081666,0.026910095,0.01255249,0.028197326,0.031848144,0.033226319,0.031753846,0.031022035,0.040231325,0.034111023,
0.045664672,0.025231628,0.021555176,0.042388,0.019488525,0.044975586,0.028854676,0.035904847,0.03336487,0.031974792,
0.026133424,0.025536804,0.035288084,0.03369049,0.013690186,0.030174561,0.035568543,0.039109193,0.02741394,0.031059265,
0.023692017,0.02217987,0.027506104,0.051390685,0.017047118,0.028496094,0.043655701,0.021561585,0.023599243,0.026786804,
0.025065308,0.027520446,0.034677733,0.058409728,0.018878173,0.047874756,0.036941834,0.018967591,0.026498413,0.019004822,
0.015910035,0.03087738,0.04429077,0.051238097,0.009570313,0.027275391,0.009170838,0.029496156,0.036569215,0.046470642,
0.033915404,0.035149843,0.028574219,0.020110168,0.010943604,0.05413086,0.008560486,0.035904847,0.028634643,0.034263611,
0.026286012,0.026910095,0.028269043,0.029112853,-0.001873779,0.129661858,-0.005935364,0.019577943,0.031381227,0.032585144,
0.041087035,0.026452331,0.014383545,0.037047423,0.017810058,0.11852295,-0.001815491,0.033921205,0.026193237,0.044029236,
0.025523072,0.037133485,0.02414917,0.032774962,0.006976319,0.104484864,-0.011428528,0.02125641,0.028939819,0.019920349,
0.037424926,0.030572204,0.032846678,0.046660461,0.055651855,0.142021477,-0.011581115,0.059708558,0.022531128,0.024803162,
0.033305053,0.032555848,0.029489746,0.047881164,0.009112549,0.158653557,-0.014785461,0.023087464,0.023294067,0.026939392,
0.025523072,0.027673034,0.040476073,0.034300841,0.012927246,0.177727044,-0.009444885,0.030106507,0.020852661,0.036857605,
0.026896363,0.033318788,0.016519776,0.036437072,0.005908203,0.157890618,-0.021804504,0.030869447,0.044961549,0.033348083,
0.042612914,0.019128112,0.025064697,0.035216369,-4.27E-05,0.107689209,-0.010360412,0.02339264,0.033517458,0.056694031,
0.015757447,0.053307801,0.040170897,0.034606017,0.011706543,0.085258789,-0.00837677,0.010422668,0.035348512,0.030143738,
0.033762816,0.029809264,0.042154539,0.031554259,0.019488525,0.048485108,-0.005325012,0.036820374,0.021310424,0.035484314,
0.006296997,0.035455018,0.035288084,0.005156555,0.036883544,-0.05008667,-0.016769104,0.033005677,0.025888061,0.01915741,
0.037730101,0.037896425,0.032388914,0.046813048,0.060229491,-0.103645019,-0.004409485,0.024613343,0.025125122,0.024650574,
0.030253297,0.027673034,0.029642334,0.03002838,0.030322265,-0.137672126,-0.006393128,0.034684144,0.03031311,0.023124695,
0.02567566,0.040185243,0.026743164,0.018736877,0.000872803,-0.164375007,-0.008681946,0.017136537,0.02741394,0.036857605,
0.024454957,0.05773285,0.035135496,0.018126525,0.025439452,-0.16925782,-0.013106994,0.04078766,0.031991579,0.030448914,
0.034373168,0.043694764,0.022470703,0.028807677,0.016741943,-0.134010017,-0.00624054,0.040329896,0.033059694,0.035636902,
0.031779174,0.040337831,0.038034666,0.026671447,0.033526611,-0.04062622,0.000931091,0.031784974,0.027261352,0.037467957,
0.060313109,0.042626649,0.016367188,0.033995666,0.073962405,-0.012702636,0.101333924,0.037735902,0.027261352,0.030754089,
0.019266969,0.035149843,0.01835083,0.028655089,0.085253909,0.007896729,0.094314881,0.035141908,0.040994264,0.025413513,
0.018504029,0.021874694,0.018808594,0.041167296,0.10982056,0.043602295,0.079819031,0.03422638,0.026345825,0.037620544,
0.031016236,0.026604919,0.027506104,0.002562561,0.072741702,0.056114502,0.101639099,0.036210023,0.030618286,0.031822205,
0.000498657,0.029046325,0.023996582,0.047118224,0.06999512,0.075950928,0.044113465,0.013321838,0.022073364,0.026786804,
0.025980836,0.039574891,0.035898436,0.031859435,0.046038818,0.088920899,0.031601258,0.023240052,0.033059694,0.020530701,
0.030405885,0.065820009,0.030710449,0.026671447,0.028948974,0.065117188,0.013901062,0.01393219,0.022531128,0.028160095,
0.022929078,0.023858337,0.031015625,0.016448058,-0.011334228,0.065880127,0.005661316,0.024002992,0.028482055,0.073173523,
0.033915404,0.040795594,0.036966551,0.020567931,0.006823731,0.064812012,0.002914734,0.039719544,0.030923462,0.109642029,
0.033762816,0.04399994,0.032541502,0.031401671,0.033679198,0.076408692,0.012375183,0.030564271,0.060525514,0.094230652,
0.04001892,0.050713807,0.022165528,0.025908507,0.049395751,0.064049073,-0.005935364,0.024002992,0.021157837,0.084007263,
0.03422058,0.052392274,0.031320799,0.040404357,0.067706302,0.062370606,0.000931091,0.025834046,0.020547485,0.012290955,
0.02567566,0.042779237,0.032999266,0.02285675,0.066790774,0.059471436,0.012375183,0.040177308,0.028939819,-0.056678772,
0.042307738,0.036675721,0.034525145,0.039794005,0.055041503,0.053825684,-0.00334137,0.027359925,0.023904419,-0.026771545,
0.03208435,0.036523134,0.034219969,0.036131896,0.026965331,0.066185303,-0.003799133,0.037583314,0.0355011,-0.0235672,
0.045359496,0.026910095,0.028116455,0.03292755,0.033679198,0.051536866,-0.009750061,0.026596986,0.042062379,-0.021736145,
0.021098023,0.023400573,0.022775879,0.046965636,0.051837157,0.046654053,0.026413269,0.042313538,0.034127809,-0.023109436,
0.016215211,-0.019476624,0.015299072,0.021330871,0.03932495,0.058708496,-0.006850891,0.03132721,0.036721803,-0.022346497,
0.032847289,0.013024597,0.043985594,0.026518859,0.044665527,0.045891114,0.001999207,0.038956605,0.008798217,-0.015174866,
0.012095337,0.016228942,0.022165528,0.020262755,0.025286864,0.064354248,-0.003799133,0.029496156,0.031991579,-0.014259338,
0.037424926,0.034692079,0.034067381,0.033232726,0.033984374,0.058555909,0.008865662,0.038804017,0.031533815,-0.01486969,
0.025980836,0.027673034,0.03559326,0.046965636,0.040545654,0.048027344,0.003982849,0.01316925,0.030770874,-0.00617218,
0.021250611,0.031640321,0.040170897,0.024077453,0.029406738,0.04543335,-0.022262268,0.020951234,0.028024292,-0.021736145,
0.033457641,0.037896425,0.039407957,0.042082824,0.029101562,0.05413086,0.004440613,0.033616029,0.040231325,-0.002815247,
0.020335084,0.029046325,0.034830321,0.023619689,0.044970702,0.05413086,0.003372498,0.039566956,0.037637331,-0.008003235,
0.025980836,0.022942809,0.019876709,0.060851134,0.024829101,0.057792969,0.005050964,0.029343568,0.034890749,-0.017158508,
0.014536743,0.020959167,0.027200928,0.023924865,0.039019775,0.052604981,0.006729431,0.034531556,0.022073364,-0.012275696,
0.008890991,0.00997284,0.026437989,0.022398986,0.031848144,0.05626709,0.008407898,0.020340882,0.026193237,-0.015327454,
0.026896363,0.022790221,0.0363562,0.045134582,0.041003417,0.040245362,0.000931091,0.023240052,0.049539186,0.042045593,
0.03208435,0.022637634,0.025675049,0.038115539,0.027270507,0.05336792,-0.000594788,0.025681458,0.027871704,0.06829071,
0.029032594,0.043237001,0.032083739,0.043150939,0.025897216,0.04756958,0.004440613,0.037583314,0.022225952,0.052879333,
0.033152465,0.029504089,0.037271727,0.043913879,0.011248779,0.044975586,0.001694031,0.024765931,0.030007934,0.036857605,
0.034830932,0.041711122,0.032388914,0.031706847,0.004840088,0.042076416,0.021225281,0.049027406,0.027108764,0.045860291,
0.029337769,0.039727479,0.061990965,0.02789215,0.010791016,0.051994629,-0.001205139,0.038498841,0.035806276,0.047386169,
0.025370484,0.056969911,0.033304442,0.021483459,-0.035290528,0.038566895,0.008102722,0.05452057,0.02817688,0.034873962,
0.016367799,0.032250673,0.025217285,0.022398986,-0.015759278,0.048637696,0.011764832,0.031632386,0.036569215,0.036552429,
0.026896363,0.041405946,0.02414917,0.03582672,-0.020947266,0.049553223,0.013748474,0.019272767,0.020394897,0.027549744,
0.029032594,0.023553161,0.059091795,0.038573302,-0.005993652,0.024528809,0.013901062,0.029648744,0.02527771,0.021903992,
0.024912721,0.050866395,0.037119139,0.044829406,0.043292236,0.049553223,0.007644958,0.021714173,0.014443969,0.031364441,
0.027048951,0.010583191,0.049020994,0.040099181,0.017504882,0.03673584,0.001236267,0.03132721,0.030923462,0.044181824,
0.021708375,0.010888367,0.05222534,0.042082824,-0.010571289,0.054588623,0.011307068,0.028122865,0.006661987,0.036399841,
0.020335084,0.022027282,0.026285401,0.022551574,0.00758667,0.019188233,0.019394226,0.051468812,0.029702758,0.039756775,
0.031931762,0.026147155,0.029184571,0.028655089,0.085559085,0.041466065,0.018326111,0.01393219,0.03260193,0.039451599,
0.034678344,0.028435973,0.032236326,0.024687804,0.13728638,0.05046875,0.016647644,0.027359925,0.024819946,0.033042908,
0.02857483,0.015771179,0.035745848,0.025908507,0.081896976,0.053062744,0.013748474,0.026749574,0.027566528,0.028465271,
0.026896363,0.023095397,0.015909424,0.019804992,0.070147708,0.042381592,0.026108094,0.03788849,0.021463012,0.028007507,
0.027659303,0.022027282,0.027963867,0.040251769,0.095477298,0.042076416,0.015121765,0.038041078,0.031533815,0.039451599,
0.02353943,0.049493104,0.042154539,0.035979308,0.053668212,0.043907471,0.00749237,0.027054749,0.035348512,0.041435242,
0.027964478,0.0192807,0.035288084,0.033385314,0.043597411,0.029411621,0.007187195,0.028122865,0.028787231,0.034873962,
0.03071106,0.026604919,0.035288084,0.057036437,0.043139648,0.039024659,-0.000899963,0.036057435,0.034280397,0.027244568,
0.043528441,0.031945497,0.027963867,0.013701477,0.019183349,0.041771241,-0.009750061,0.031632386,0.037637331,0.026481628,
0.030863648,0.016076354,-0.001790771,0.029723205,-0.044445802,0.045585938,0.023666687,0.028275453,0.020852661,0.031974792,
0.032236937,0.029198913,0.028879395,0.021025695,-0.027661134,0.049095459,0.023056336,0.061081849,0.032144167,0.031822205,
0.00828064,0.028283386,0.041086424,0.019804992,0.057330322,0.042991944,0.011001892,0.031174622,0.024667358,0.034263611,
0.029032594,0.029198913,0.059854735,0.029112853,0.051379394,0.047416992,0.018478699,0.025376283,0.032144167,0.030143738,
0.027964478,0.033623964,0.04352783,0.016905822,-0.029797364,0.032921143,0.020920105,0.034684144,0.021463012,0.021751404,
0.03071106,0.040490419,0.043985594,0.013243713,-0.116314694,0.06420166,-0.001510315,0.034531556,0.027719116,0.026329041,
0.024454957,0.071923524,0.031931151,0.004698792,-0.161328122,0.04039795,0.013901062,0.033310853,0.026040649,0.067527771,
0.033457641,0.033776551,0.031473387,0.006377258,-0.123791501,0.028343506,0.012680359,0.021408997,0.031838991,0.06615448,
0.036967162,0.023705749,0.029031983,0.031706847,-0.139965817,0.036583252,-0.009750061,0.020646058,0.037332155,0.061729431,
0.0125531,0.02721527,0.050394285,0.033232726,-0.101818845,0.111503907,0.026718445,0.030869447,0.061441042,0.064170837,
0.022166139,0.030267028,0.038034666,0.022398986,-0.01850586,0.164604485,0.032364197,0.031784974,0.030007934,0.057304382,
0.017588502,0.027062682,0.032236326,0.038878478,0.036883544,0.252342522,0.017868347,0.029953919,0.023751831,0.056694031,
0.029795533,0.045068055,0.031625975,0.055052795,0.130572513,0.241508782,0.017410584,0.021866761,0.023446655,0.044639587,
0.041849975,0.025231628,0.027506104,0.03582672,0.27583617,0.150718987,0.015732117,0.045060121,0.034432985,0.03212738,
0.04215515,0.041405946,0.035898436,0.005309143,0.216174319,0.094566651,0.012375183,0.025071107,0.02741394,0.042961121,
0.030558472,0.049187928,0.026590576,0.018584289,0.159411624,0.062980957,0.018173523,0.038041078,0.040231325,0.049064636,
0.027964478,0.040795594,0.028421631,0.039183654,0.130114749,-0.046577148,0.021072693,0.045060121,0.033517458,0.038993835,
0.026438599,0.023095397,0.017893067,0.016753234,0.112261966,-0.094031982,0.021377869,0.036362611,0.032907106,0.032585144,
0.033610228,0.022027282,0.033151854,0.014311829,0.096850589,-0.097541504,0.0285495,0.040177308,0.0065094,0.024497986,
0.026896363,0.012719422,0.021402588,0.023161925,0.083270267,-0.100135498,-0.122359924,0.029801331,0.018258667,0.045249939,
0.026743775,0.029504089,0.026743164,0.033843078,0.093493655,-0.16635865,-0.005935364,0.034378968,0.033059694,0.064323425,
0.004313354,0.042779237,0.039102782,0.024230041,0.102496341,-0.155830085,0.030838318,0.012864075,0.031686403,0.018241882,
0.031473998,0.040337831,0.029794922,0.022398986,0.096698001,-0.12165039,0.051132508,0.007370911,0.02817688,0.047080994,
0.028880006,0.034539491,0.031015625,0.008666077,0.046038818,-0.084418945,0.045334168,0.033768617,0.025735473,0.03502655,
0.033915404,0.027062682,0.033609618,0.005766907,-0.005078125,-0.002784424,0.071579285,0.028122865,0.037637331,0.047538757,
0.024607545,0.051629335,0.028116455,0.016448058,0.008807373,0.077476807,0.097519226,0.037735902,0.036569215,0.030906677,
0.037272338,0.028588561,0.023691406,0.035979308,-0.028424073,0.094414063,0.09294159,0.038498841,0.028634643,-0.011054993,
0.026133424,0.019891052,0.02125,0.038268127,-0.016674805,0.104484864,0.084701844,0.028580628,0.026345825,-0.021278381,
0.029032594,0.028893737,0.018503418,0.052306212,-0.025830079,0.100822754,0.090957947,0.028580628,0.022073364,-0.01486969,
0.02064026,0.029656677,0.032999266,0.0524588,-0.048260499,0.00850708,0.095382996,0.022019349,0.021920776,-0.007545471,
0.030253297,0.015466004,0.0363562,0.03582672,0.031085204,-0.012550049,0.08424408,0.03788849,0.027719116,0.004966736,
0.043223266,0.027367858,0.039713133,0.0474234,0.07289429,-0.032996826,0.125747979,0.039719544,0.039163209,0.019615173,
0.035136107,0.029046325,0.039713133,0.021178283,0.047259521,-0.085181884,0.085464783,0.039566956,0.035348512,0.024345398,
0.024760133,0.031640321,0.013468018,0.020720519,-0.00614624,-0.107307129,0.185257256,0.033768617,0.044351198,0.004814148,
0.02353943,0.030267028,0.029794922,0.009734192,0.023150634,-0.095557861,0.146194756,0.022171937,0.036569215,0.020683289,
0.021555787,0.031029968,0.028726807,0.027586974,0.040850829,-0.049934082,0.126663506,0.029343568,0.030923462,-0.002662659,
0.023997193,0.021569518,0.020487061,0.024230041,0.1597168,-0.02399414,0.083328553,0.03209015,0.032907106,0.006797791,
0.017130738,0.03530243,0.029489746,0.037505187,0.090136722,0.039940186,0.052963562,0.030411683,0.035043336,0.005729675,
0.023081666,0.024468688,0.023386231,0.02575592,0.102038577,0.133476555,0.050827332,0.019883119,0.059609987,0.016868591,
0.024454957,0.035607606,0.02704834,0.03658966,0.084948733,0.271416008,0.02778656,0.027207337,0.046029665,0.02922821,
0.033457641,0.041405946,0.035288084,0.025145568,0.038256835,0.270805657,0.005508728,0.008744202,0.045419313,0.017326355,
0.033152465,0.033013612,0.023081055,0.013396301,0.040698241,0.235405266,-0.063613586,0.028733216,0.051828004,0.024345398,
0.032236937,0.037591249,0.023081055,0.027129211,0.030780029,0.200462639,-0.039504699,0.035141908,0.040231325,0.013969421,
0.060770873,0.031792909,0.004160156,-0.017884217,0.058245849,0.18230468,-0.038589172,0.041703187,0.040231325,0.024497986,
0.027964478,0.028588561,0.01331543,0.019499816,0.043749999,0.0989917,-0.081313781,-0.006972351,0.041604616,0.014427185,
0.016367799,0.03087738,0.01255249,0.029723205,0.00545044,0.040092774,-0.078414612,0.031174622,0.047708131,0.013969421,
0.036967162,0.045068055,0.025827637,0.027739562,-0.020947266,0.015831299,-0.052322082,0.033921205,0.030770874,0.020988464,
0.029337769,0.040795594,0.021097412,0.031249084,-0.034375001,-0.056647949,-0.003493957,0.016678773,0.04709778,0.022972107,
0.034983519,0.027367858,0.035745848,0.02209381,-0.062908933,-0.180244148,0.029312439,0.027970277,0.033059694,0.020225525,
0.022623902,0.021722106,0.038797606,0.021178283,-0.019879151,-0.189552009,0.072494812,0.03209015,0.045266725,0.032432556,
0.022471314,0.017297057,0.02491211,-0.000336609,-0.038494874,-0.18009156,0.082260437,0.04078766,0.058389284,0.017173767,
0.024454957,0.016076354,0.020944824,0.009581604,-0.021099854,-0.169105232,0.05387909,0.035599671,0.039315797,0.018089294,
0.027201539,0.028588561,0.030252686,0.028655089,0.133776858,-0.098914795,0.032364197,0.026444398,0.031838991,0.027549744,
0.029490357,0.037438661,0.067331545,0.029112853,0.191760257,-0.041236572,0.020309754,0.021561585,0.025125122,0.012901306,
0.024912721,0.035455018,0.045816649,0.03948883,0.182757571,-0.049476318,0.039230652,0.013779602,0.038858034,0.022666931,
0.032236937,0.043542176,0.046732176,0.03658966,0.135455325,-0.111732177,0.074783631,0.003403625,0.023599243,0.019004822,
0.054209594,0.054223329,0.035898436,0.029265441,0.094714358,-0.158881843,0.094467469,0.012711487,0.014138794,0.004814148,
0.055582885,0.064751893,0.035745848,0.038878478,0.037341308,-0.104407959,0.115219422,0.014847717,0.041604616,0.033805847,
0.046122435,0.019128112,0.016062012,0.024840392,-0.056347657,-0.080299072,0.124527283,0.025834046,0.040994264,0.022514343,
0.029642945,0.044152528,0.022775879,0.017516173,-0.151715085,-0.064735107,0.126816094,0.035752259,0.046945192,0.021598816,
0.026591187,0.035760194,0.022775879,0.03582672,-0.120892331,-0.027198486,0.105301209,0.025071107,0.049539186,0.046470642,
0.019572144,0.036523134,0.021707764,0.026213683,-0.042309571,0.003624268,0.034042664,0.054215394,0.047860719,0.026939392,
0.028727418,0.03606537,0.031778563,0.023924865,-0.003704834,-0.029182129,0.01115448,0.031632386,0.042672731,0.021903992,
0.026591187,0.022790221,0.037119139,0.003020325,0.085101321,-0.020789795,0.023666687,0.029496156,0.033822633,0.009544373,
0.043375853,0.027520446,0.047037352,0.020262755,0.171771243,0.08663208,0.002151794,0.044449769,0.040841676,0.022514343,
0.021250611,0.009515076,0.039255369,0.026976623,0.080218509,0.177727044,0.051590271,0.028580628,0.03260193,0.030906677,
0.020792847,0.00341156,0.06260132,0.027739562,0.044207763,0.121879883,0.041519471,0.038041078,0.058694459,0.029533386,
0.02277649,0.002801209,0.01331543,0.018279113,0.021014404,0.168266594,0.029159851,0.021714173,0.076089479,0.036705017,
0.026133424,0.000970154,0.03559326,0.033080138,0.017352294,0.10692627,0.037399597,0.035447083,0.039620973,0.037620544,
0.002787475,0.002648621,0.022318115,0.047881164,-0.00324707,-0.000800781,0.03144867,0.03422638,0.036721803,0.028007507,
0.029948121,0.01287201,-0.015981445,0.032622375,-0.002636719,0.09029419,0.046097107,0.041398011,0.039773561,0.020988464,
0.050700072,0.011346131,0.019876709,0.040404357,0.001330566,0.137291253,0.050522156,0.03788849,0.041452028,0.024497986,
0.05878723,0.018670348,0.029031983,0.021636046,0.02559204,0.184288323,-0.000289612,0.028275453,0.037637331,0.022666931,
0.0075177,0.018365173,0.025675049,0.027586974,-0.013928222,0.205955803,0.030380554,0.037735902,0.033975221,0.023887634,
0.026743775,0.031792909,0.00828003,0.03369049,-0.011029053,0.164299309,0.026718445,0.030411683,0.02237854,0.025718689,
0.030100709,0.031335145,0.022775879,0.031859435,0.018878173,0.198173821,0.026108094,0.037278138,0.048776247,0.023582458,
0.03071106,0.033623964,0.02414917,0.033080138,0.012164307,0.167808831,0.028854676,0.047654115,0.043130495,0.029075623,
0.028727418,0.038049012,0.024759522,0.029570617,0.006213379,0.106621094,0.027633972,0.015000305,0.037026979,0.032737732,
0.031931762,0.030572204,0.018503418,0.025450744,0.014758301,0.044517823,0.039230652,0.037583314,0.012765503,0.026176453,
